"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0,0.6,0.6,4,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.6,0.6,4,1,0,0,12,0,1,1,0
0,0.6,0.6,4,1,0,0,15,0,1,1,0
0,0.5,0.5,5,0.555555555555556,0.266666666666667,0.4,11,0,1,1,0
0,0.5,0.5,5,0.857142857142857,0.0625,0.1,15,0,1,1,0
0,0.5,0.5,5,1,0,0,15,0,1,1,0
0,0.7,0.7,3,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.5,0.5,5,0.4,0.25,0.3,9,0,1,1,0
0,0.6,0.6,4,1,0,0,13,0,1,1,0
0,0.4,0.4,6,0.5,0.166666666666667,0.2,10,0,1,1,0
0,0.4,0.4,6,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.5,0.5,5,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.3,0.3,7,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.1,0.1,9,1,0,0,16,0,1,1,0
0,0.2,0.2,8,0.75,0.125,0.2,14,0,1,1,0
0,0.5,0.5,5,1,0,0,12,0,1,1,0
0,0.4,0.4,6,1,0,0,14,0,1,1,0
0,0.7,0.7,3,0.571428571428571,0.214285714285714,0.3,11,0,1,1,0
0,0.4,0.4,6,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.8,0.8,2,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.4,0.4,6,0.857142857142857,0.0625,0.1,15,0,1,1,0
0,0.4,0.4,6,0.428571428571429,0.307692307692308,0.4,9,0,1,1,0
0,0.1,0.1,9,1,0,0,14,0,1,1,0
0,0.3,0.3,7,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.5,0.5,5,0.666666666666667,0.0833333333333333,0.1,11,0,1,1,0
0,0.5,0.5,5,0,0,0,10,0,1,1,0
0,0.5,0.5,5,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.6,0.6,4,1,0,0,13,0,1,1,0
0,0.3,0.3,7,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.4,0.4,6,1,0,0,14,0,1,1,0
0,0.2,0.2,8,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.3,0.3,7,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.5,0.5,5,1,0,0,13,0,1,1,0
0,0.4,0.4,6,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.3,0.3,7,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.3,0.3,7,0.5,0.166666666666667,0.2,10,0,1,1,0
0,0.6,0.6,4,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.4,0.4,6,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.4,0.4,6,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.5,0.5,5,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.6,0.6,4,1,0,0,14,0,1,1,0
0,0.4,0.4,6,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.4,0.4,6,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.4,0.4,6,1,0,0,16,0,1,1,0
0,0.6,0.6,4,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.4,0.4,6,0.75,0.125,0.2,14,0,1,1,0
0,0.4,0.4,6,0.625,0.2,0.3,12,0,1,1,0
0,0.2,0.2,8,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.6,0.6,4,0.5,0.166666666666667,0.2,10,0,1,1,0
0,0.5,0.5,5,0.666666666666667,0.0833333333333333,0.1,11,0,1,1,0
0,0.4,0.4,6,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.5,0.5,5,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.4,0.4,6,0.75,0.125,0.2,14,0,1,1,0
0,0.5,0.5,5,1,0,0,12,0,1,1,0
0,0.2,0.2,8,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.5,0.5,5,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.4,0.4,6,0.571428571428571,0.214285714285714,0.3,11,0,1,1,0
0,0.1,0.1,9,0.75,0.125,0.2,14,0,1,1,0
0,0.4,0.4,6,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.2,0.2,8,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.5,0.5,5,1,0,0,14,0,1,1,0
0,0.2,0.2,8,0.625,0.2,0.3,12,0,1,1,0
0,0.2,0.2,8,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.6,0.6,4,0.5,0.285714285714286,0.4,10,0,1,1,0
0,0.4,0.4,6,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.5,0.5,5,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.7,0.7,3,0.666666666666667,0.0833333333333333,0.1,11,0,1,1,0
0,0.4,0.4,6,0.571428571428571,0.214285714285714,0.3,11,0,1,1,0
0,0.1,0.1,9,0.777777777777778,0.117647058823529,0.2,15,0,1,1,0
0,0.5,0.5,5,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.3,0.3,7,0.428571428571429,0.307692307692308,0.4,9,0,1,1,0
0,0.3,0.3,7,1,0,0,13,0,1,1,0
0,0.3,0.3,7,1,0,0,14,0,1,1,0
0,0.5,0.5,5,0.857142857142857,0.0625,0.1,15,0,1,1,0
0,0.5,0.5,5,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.3,0.3,7,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.3,0.3,7,0.666666666666667,0.0833333333333333,0.1,11,0,1,1,0
0,0.1,0.1,9,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.5,0.5,5,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.5,0.5,5,1,0,0,15,0,1,1,0
0,0.5,0.5,5,1,0,0,13,0,1,1,0
0,0.4,0.4,6,0,0,0,10,0,1,1,0
0,0.4,0.4,6,1,0,0,17,0,1,1,0
0,0.3,0.3,7,1,0,0,15,0,1,1,0
0,0.7,0.7,3,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.3,0.3,7,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.4,0.4,6,0.625,0.2,0.3,12,0,1,1,0
0,0.6,0.6,4,1,0,0,12,0,1,1,0
0,0.4,0.4,6,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.5,0.5,5,1,0,0,15,0,1,1,0
0,0.6,0.6,4,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.4,0.4,6,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.2,0.2,8,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.8,0.8,2,1,0,0,13,0,1,1,0
0,0.7,0.7,3,0.75,0.125,0.2,14,0,1,1,0
0,0.4,0.4,6,0.5,0.285714285714286,0.4,10,0,1,1,0
0,0.2,0.2,8,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.3,0.3,7,0.571428571428571,0.214285714285714,0.3,11,0,1,1,0
0,0.6,0.6,4,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.5,0.5,5,1,0,0,14,0,1,1,0
0,0.5,0.5,5,1,0,0,14,0,1,1,0
0,0.4,0.4,6,1,0,0,14,0,1,1,0
0,0.3,0.3,7,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.7,0.7,3,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.3,0.3,7,0.5,0.285714285714286,0.4,10,0,1,1,0
0,0.3,0.3,7,1,0,0,14,0,1,1,0
0,0.4,0.4,6,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.6,0.6,4,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.6,0.6,4,0.666666666666667,0.1875,0.3,13,0,1,1,0
0,0.4,0.4,6,1,0,0,15,0,1,1,0
0,0.5,0.5,5,0.571428571428571,0.214285714285714,0.3,11,0,1,1,0
0,0.3,0.3,7,1,0,0,15,0,1,1,0
0,0.5,0.5,5,0.571428571428571,0.214285714285714,0.3,11,0,1,1,0
0,0.7,0.7,3,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.5,0.5,5,0.333333333333333,0.181818181818182,0.2,9,0,1,1,0
0,0.6,0.6,4,0.5,0.333333333333333,0.5,10,0,1,1,0
0,0.1,0.1,9,0.875,0.0588235294117647,0.1,16,0,1,1,0
0,0.4,0.4,6,0.75,0.125,0.2,14,0,1,1,0
0,0.3,0.3,7,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.2,0.2,8,1,0,0,14,0,1,1,0
0,0.3,0.3,7,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.4,0.4,6,0.5,0.285714285714286,0.4,10,0,1,1,0
0,0.3,0.3,7,0.555555555555556,0.266666666666667,0.4,11,0,1,1,0
0,0.5,0.5,5,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.5,0.5,5,0.857142857142857,0.0625,0.1,15,0,1,1,0
0,0.5,0.5,5,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.3,0.3,7,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.6,0.6,4,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.4,0.4,6,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.6,0.6,4,0.666666666666667,0.0833333333333333,0.1,11,0,1,1,0
0,0.1,0.1,9,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.3,0.3,7,1,0,0,16,0,1,1,0
0,0.4,0.4,6,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.2,0.2,8,1,0,0,11,0,1,1,0
0,0.5,0.5,5,0.571428571428571,0.214285714285714,0.3,11,0,1,1,0
0,0.4,0.4,6,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.4,0.4,6,0.875,0.0588235294117647,0.1,16,0,1,1,0
0,0.2,0.2,8,1,0,0,14,0,1,1,0
0,0.4,0.4,6,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.6,0.6,4,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.2,0.2,8,0.625,0.2,0.3,12,0,1,1,0
0,0.3,0.3,7,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.1,0.1,9,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.3,0.3,7,0.333333333333333,0.333333333333333,0.4,8,0,1,1,0
0,0.2,0.2,8,0.555555555555556,0.266666666666667,0.4,11,0,1,1,0
0,0.4,0.4,6,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.3,0.3,7,0.571428571428571,0.214285714285714,0.3,11,0,1,1,0
0,0.4,0.4,6,0.625,0.2,0.3,12,0,1,1,0
0,0.3,0.3,7,0.666666666666667,0.0833333333333333,0.1,11,0,1,1,0
0,0.1,0.1,9,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.5,0.5,5,0.666666666666667,0.0833333333333333,0.1,11,0,1,1,0
0,0.4,0.4,6,0.5,0.166666666666667,0.2,10,0,1,1,0
0,0.1,0.1,9,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.4,0.4,6,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.4,0.4,6,1,0,0,13,0,1,1,0
0,0.6,0.6,4,1,0,0,13,0,1,1,0
0,0.5,0.5,5,0.4,0.25,0.3,9,0,1,1,0
0,0.3,0.3,7,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.5,0.5,5,1,0,0,14,0,1,1,0
0,0.7,0.7,3,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.3,0.3,7,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.4,0.4,6,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.6,0.6,4,1,0,0,13,0,1,1,0
0,0.6,0.6,4,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.3,0.3,7,0.666666666666667,0.0833333333333333,0.1,11,0,1,1,0
0,0.3,0.3,7,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.4,0.4,6,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.4,0.4,6,0.666666666666667,0.0833333333333333,0.1,11,0,1,1,0
0,0.4,0.4,6,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.5,0.5,5,1,0,0,13,0,1,1,0
0,0.6,0.6,4,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.3,0.3,7,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.3,0.3,7,1,0,0,14,0,1,1,0
0,0.3,0.3,7,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.2,0.2,8,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.3,0.3,7,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.6,0.6,4,0.6,0.25,0.4,12,0,1,1,0
0,0.3,0.3,7,0.625,0.2,0.3,12,0,1,1,0
0,0.4,0.4,6,0.625,0.2,0.3,12,0,1,1,0
0,0.5,0.5,5,0.666666666666667,0.0833333333333333,0.1,11,0,1,1,0
0,0.3,0.3,7,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.6,0.6,4,0.5,0.166666666666667,0.2,10,0,1,1,0
0,0.6,0.6,4,1,0,0,13,0,1,1,0
0,0.3,0.3,7,0.4,0.25,0.3,9,0,1,1,0
0,0.1,0.1,9,0.428571428571429,0.307692307692308,0.4,9,0,1,1,0
0,0.5,0.5,5,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.4,0.4,6,1,0,0,14,0,1,1,0
0,0.3,0.3,7,0.5,0.166666666666667,0.2,10,0,1,1,0
0,0.4,0.4,6,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.6,0.6,4,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.4,0.4,6,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.6,0.6,4,0.857142857142857,0.0625,0.1,15,0,1,1,0
0,0.3,0.3,7,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.4,0.4,6,1,0,0,15,0,1,1,0
0,0.7,0.7,3,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.3,0.3,7,1,0,0,18,0,1,1,0
0,0.5,0.5,5,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.5,0.5,5,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.6,0.6,4,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.2,0.2,8,1,0,0,14,0,1,1,0
0,0.2,0.2,8,0.666666666666667,0.142857142857143,0.2,12,0,1,1,0
0,0.4,0.4,6,0.6,0.153846153846154,0.2,11,0,1,1,0
0,0.5,0.5,5,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.6,0.6,4,1,0,0,15,0,1,1,0
0,0.3,0.3,7,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.5,0.5,5,1,0,0,12,0,1,1,0
0,0.4,0.4,6,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.5,0.5,5,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.3,0.3,7,0.428571428571429,0.307692307692308,0.4,9,0,1,1,0
0,0.1,0.1,9,0.833333333333333,0.0666666666666667,0.1,14,0,1,1,0
0,0.2,0.2,8,1,0,0,13,0,1,1,0
0,0.3,0.3,7,0.5,0.166666666666667,0.2,10,0,1,1,0
0,0.2,0.2,8,1,0,0,14,0,1,1,0
0,0.2,0.2,8,0.8,0.0714285714285714,0.1,13,0,1,1,0
0,0.6,0.6,4,0.666666666666667,0.1875,0.3,13,0,1,1,0
0,0.5,0.5,5,1,0,0,12,0,1,1,0
0,0.5,0.5,5,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.1,0.1,9,1,0,0,16,0,1,1,0
0,0.4,0.4,6,0.777777777777778,0.117647058823529,0.2,15,0,1,1,0
0,0.4,0.4,6,1,0,0,13,0,1,1,0
0,0.6,0.6,4,1,0,0,13,0,1,1,0
0,0.5,0.5,5,1,0,0,17,0,1,1,0
0,0.5,0.5,5,0.625,0.2,0.3,12,0,1,1,0
0,0.4,0.4,6,0.625,0.2,0.3,12,0,1,1,0
0,0.5,0.5,5,1,0,0,14,0,1,1,0
0,0.1,0.1,9,0.75,0.0769230769230769,0.1,12,0,1,1,0
0,0.2,0.2,8,0.625,0.2,0.3,12,0,1,1,0
0,0.4,0.4,6,0.714285714285714,0.133333333333333,0.2,13,0,1,1,0
0,0.3,0.3,7,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.2,0.2,8,0.666666666666667,0.1875,0.3,13,0,1,1,0
0,0.6,0.6,4,0.5,0.230769230769231,0.3,10,0,1,1,0
0,0.7,0.7,3,1,0,0,11,0,1,1,0
0,0.6,0.6,4,0,0,0,10,0,1,1,0
